"g0","td","w2","chl","sam","time.react"
6.65483723872818,0.000936958348763396,15.9767510875514,"Tt","8","200us"
6.27240229522949,0.000897562773853921,23.9460533613676,"Tt","9","200us"
6.58744089878784,0.00091894196226985,29.5834559126984,"Tt","10","200us"
6.56118051964138,0.000880703925153832,28.1259796322934,"Tt","11","200us"
6.42137824291099,0.00089787110103466,22.1471271349022,"Tt","12","200us"
6.28675668833632,0.000929108166723177,18.2489684526667,"Tt","13","200us"
6.58000956552926,0.00087612941416988,20.9264990619579,"Tt","14","200us"
6.718964440808,0.000935093265146703,15.7109941127513,"Tt","15","200us"
6.31462117824255,0.000902206304971555,29.1625970733806,"Tt","16","200us"
6.45223392980489,0.000860016601559098,28.2628305101526,"Tt","17","200us"
6.70677569692335,0.000895461618047329,22.4408348307856,"Tt","18","200us"
6.43500143080141,0.00087095492157518,18.3133758729666,"Tt","19","200us"
6.87544964756796,0.000961421264230211,15.2126719660953,"Tt","20","200us"
6.68825146270465,0.000904990723280141,34.7021281633443,"Tt","1","500us"
6.50782173606738,0.000921430079459318,13.1421984024407,"Tt","2","500us"
6.70277518065034,0.000882219538643217,40.3383324707334,"Tt","3","500us"
6.70134426550331,0.000866670340303264,53.1712086379293,"Tt","4","500us"
6.57459400784025,0.000872683716832119,21.773697545847,"Tt","5","500us"
6.81600070221072,0.000924319129881939,25.2216175908327,"Tt","6","500us"
6.56586410951368,0.000909014478528425,22.5708944718042,"Tt","7","500us"
6.6857545459573,0.000925323030562608,16.5313753146914,"Tt","8","500us"
7.1039387932514,0.000897946777704816,42.8993739569253,"Tt","9","500us"
6.6620150759953,0.000883845655639445,19.2740895847607,"Tt","10","500us"
6.84588671510197,0.000931399432702156,20.3151785974939,"Tt","11","500us"
6.63399939834757,0.000861514409513592,24.3610605043352,"Tt","12","500us"
6.59722733139155,0.000916556104428754,16.6276456507489,"Tt","13","500us"
6.41056056680382,0.000959264991329364,10.4577136268146,"Tt","14","500us"
6.52874239914133,0.000909939356254648,10.7301268606178,"Tt","15","500us"
6.45823527842546,0.000880800972388714,25.9789029974233,"Tt","16","500us"
6.48025685380772,0.000921933053289136,21.660026002031,"Tt","17","500us"
6.56669832251146,0.000907631127877114,11.228878549945,"Tt","18","500us"
6.79183223243892,0.000920624771818083,28.9140800728822,"Tt","19","500us"
6.36356797425159,0.000902149835902141,41.5952645123426,"Tt","20","500us"
